117412,,0.118
,,0.118
01:Graph01,,0.118
mm,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.117
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.118
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.120
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
,,0.119
