139651,,-5.871
,,-5.871
01:Graph01,,-5.871
mm,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.871
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.870
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.869
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.868
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.867
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
,,-5.866
